item_id	title	genres	director	producer	actors	release_date	release_month	country	duration	age_rating	imdb_rating	imdb_num_reviews	n_ratings	description	n_ratings_kid	n_ratings_teenager	n_ratings_young_adult	n_ratings_adult	n_ratings_senior	n_ratings_male	n_ratings_female	storyline	genres_list	directors_list	producers_list	actors_list
1372	Stranger, The (1994)	Action	Michael Miller	Danielle Steel and Jan Worthington	Robert Urich, Stacy Haiduk, Darren McGavin, Susan Sullivan, Holly Marie Combs, Marion Ross, Ron Gabriel, Tamara Gorski, George R. Robertson, Patricia Brown, Denise McLeod, Margaret Ozols, Adrian Truss, Natalie Gray, and Michal Page	unknown	12	United Kingdom	unknown	unknown	6.1	587	3	Robert Urich as a lawyer in love with a woman who's married to a dying millionaire.	0	0	2	1	0	3	0	Robert Urich as a lawyer in love with a woman who's married to a dying millionaire. A lawyer falls in love with a woman who's married to a dying millionaire.	['Action']	['Michael Miller']	['Danielle Steel', 'Jan Worthington']	['Robert Urich', 'Stacy Haiduk', 'Darren McGavin', 'Susan Sullivan', 'Holly Marie Combs', 'Marion Ross', 'Ron Gabriel', 'Tamara Gorski', 'George R. Robertson', 'Patricia Brown', 'Denise McLeod', 'Margaret Ozols', 'Adrian Truss', 'Natalie Gray', 'Michal Page']
714	Carrington (1995)	Drama and Romance	Christopher Hampton	Christopher Hampton and Michael Holroyd	Emma Thompson, Jonathan Pryce, Steven Waddington, Samuel West, Rufus Sewell, Penelope Wilton, Janet McTeer, Peter Blythe, Jeremy Northam, Alex Kingston, Sebastian Harcombe, Richard Clifford, David Ryall, Stephen Boxer, Annabel Mullion, Gary Turner, Georgiana Dacombe, and Helen Blatch	1995	09	United Kingdom	2h 1min	R	6.8	5.4K	13	The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century.	0	1	3	9	0	4	9	The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century. The story of the relationship between painter Dora Carrington (Dame Emma Thompson) and author Lytton Strachey (Jonathan Pryce) in a World War I England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge (Steven Waddington), Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's sexual orientation as with the fact that he was a conscientious objector. —Jeremy Perkins {J-26}	['Drama', 'Romance']	['Christopher Hampton']	['Christopher Hampton', 'Michael Holroyd']	['Emma Thompson', 'Jonathan Pryce', 'Steven Waddington', 'Samuel West', 'Rufus Sewell', 'Penelope Wilton', 'Janet McTeer', 'Peter Blythe', 'Jeremy Northam', 'Alex Kingston', 'Sebastian Harcombe', 'Richard Clifford', 'David Ryall', 'Stephen Boxer', 'Annabel Mullion', 'Gary Turner', 'Georgiana Dacombe', 'Helen Blatch']
1073	Shallow Grave (1994)	Thriller	Danny Boyle	John Hodge	Kerry Fox, Christopher Eccleston, Ewan McGregor, Ken Stott, Keith Allen, Colin McCredie, Victoria Nairn, Gary Lewis, Jean Marie Coffey, Peter Mullan, Leonard OMalley, David Scoular, Grant Glendinning, Victor Eadie, Robert David MacDonald, Frances Low, Bill Denistoun, and John Bett	1994	01	United Kingdom	1h 29min	R	7.3	59K	66	Three friends discover their new flatmate dead but loaded with cash.	0	9	36	21	0	53	13	Three friends discover their new flatmate dead but loaded with cash. Three friends in Edinburgh, Scotland, interview and select a new flatmate. He's hardly moved in than they discover him dead in his room. An ethical dilemma ensues when they discover that he possessed a large amount of cash. Things get worse as the men whose money it was search for it, and the three friends start to turn on each other. —grantss	['Thriller']	['Danny Boyle']	['John Hodge']	['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor', 'Ken Stott', 'Keith Allen', 'Colin McCredie', 'Victoria Nairn', 'Gary Lewis', 'Jean Marie Coffey', 'Peter Mullan', 'Leonard OMalley', 'David Scoular', 'Grant Glendinning', 'Victor Eadie', 'Robert David MacDonald', 'Frances Low', 'Bill Denistoun', 'John Bett']
1119	Some Kind of Wonderful (1987)	Drama and Romance	Howard Deutch	John Hughes	Eric Stoltz, Mary Stuart Masterson, Lea Thompson, Craig Sheffer, John Ashton, Elias Koteas, Molly Hagan, Maddie Corman, Jane Elliot, Candace Cameron Bure, Chynna Phillips, Scott Coffey, Carmine Caridi, Lee Garlington, Laura Leigh Hughes, Laura Tubelle, Amy Lynne, and Michael Bergman	1987	02	United States	1h 35min	PG-13	7.1	30K	59	When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.	0	2	38	19	0	33	26	When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith. Young tomboy Watts discovers that her feelings for her best friend Keith run deeper than just friendship when he gets a date with the most popular girl in school. Unfortunately, the girl's old boyfriend, who is from the rich section of town, is unable to let go of her and plans to get back at Keith. —Kevin	['Drama', 'Romance']	['Howard Deutch']	['John Hughes']	['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson', 'Craig Sheffer', 'John Ashton', 'Elias Koteas', 'Molly Hagan', 'Maddie Corman', 'Jane Elliot', 'Candace Cameron Bure', 'Chynna Phillips', 'Scott Coffey', 'Carmine Caridi', 'Lee Garlington', 'Laura Leigh Hughes', 'Laura Tubelle', 'Amy Lynne', 'Michael Bergman']
1538	All Over Me (1997)	Drama	Alex Sichel	Sylvia Sichel	Alison Folland, Tara Subkoff, Cole Hauser, Wilson Cruz, Leisha Hailey, Pat Briggs, Ann Dowd, Gene Canfield, Shawn Hatosy, Vincent Pastore, David Lee Russek, Aaron Harpold, John Ottavino, A. Russell Andrews, Gary Lucas, Mary Timony, Vanessa Godson, and Jennifer Smith	1997	07	United States	1h 26min	R	6.4	3.3K	3	Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives.	0	0	1	2	0	1	2	Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives. Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of '90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent, meaningless death rocks their lives. —Josh Pasnak	['Drama']	['Alex Sichel']	['Sylvia Sichel']	['Alison Folland', 'Tara Subkoff', 'Cole Hauser', 'Wilson Cruz', 'Leisha Hailey', 'Pat Briggs', 'Ann Dowd', 'Gene Canfield', 'Shawn Hatosy', 'Vincent Pastore', 'David Lee Russek', 'Aaron Harpold', 'John Ottavino', 'A. Russell Andrews', 'Gary Lucas', 'Mary Timony', 'Vanessa Godson', 'Jennifer Smith']
1461	Here Comes Cookie (1935)	Comedy	Norman Z. McLeod	Don Hartman and Sam Mintz	George Burns, Gracie Allen, George Barbier, Betty Furness, Andrew Tombes, Rafael Alcayde, James Burke, Lee Kohlmar, Milla Davenport, Harry Holman, Frank Darien, Jack Powell, Irving Bacon, Guinn Big Boy Williams, Nick Moro, Frank Yaconelli, The Six Olympics, and The Buccaneers	1935	09	United States	1h 5min	Approved	6.3	161	1	Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.	0	0	0	1	0	1	0	Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection. Millionaire Harrison Allen is concerned that his daughter Phyllis is dating a gold-digger, so, to test the man's loyalty, he signs away his entire fortune to his other daughter Gracie. Under the impression that her father wants the family to be as poor as possible, Gracie turns the family's mansion into a home for unemployed actors, where she provides them room and board at no charge. Unfortunately, Mr. Allen was correct in his assumptions about Phyllis' boyfriend Ramon, and once the fellow learns that Gracie is the one with all the cash, he sets about trying to woo her into marriage. —Talia	['Comedy']	['Norman Z. McLeod']	['Don Hartman', 'Sam Mintz']	['George Burns', 'Gracie Allen', 'George Barbier', 'Betty Furness', 'Andrew Tombes', 'Rafael Alcayde', 'James Burke', 'Lee Kohlmar', 'Milla Davenport', 'Harry Holman', 'Frank Darien', 'Jack Powell', 'Irving Bacon', 'Guinn Big Boy Williams', 'Nick Moro', 'Frank Yaconelli', 'The Six Olympics', 'The Buccaneers']
211	M*A*S*H (1970)	Comedy and War	Robert Altman	Richard Hooker and Ring Lardner Jr.	Donald Sutherland, Elliott Gould, Tom Skerritt, Sally Kellerman, Robert Duvall, Roger Bowen, Rene Auberjonois, David Arkin, Jo Ann Pflug, Gary Burghoff, Fred Williamson, Michael Murphy, Indus Arthur, Ken Prymus, Bobby Troup, Kim Atwood, Timothy Brown, and John Schuck	1970	06	United Kingdom	1h 56min	R	7.5	70K	206	The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.	0	2	71	127	6	158	48	"The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war. The personnel at the 4077 MASH unit deal with the horrors of the Korean War and the stresses faced in surgery by whatever means. The tone at the MASH is established by recent arrivals: surgeons Captains ""Hawkeye"" Pierce, ""Duke"" Forrest, and ""Trapper"" John McIntyre--Hawkeye knows he's met Trapper somewhere, but Trapper won't divulge where--whose antics can best be described as non-regulation--and in the negative words of one of their fellow MASH-ers, unmilitary. The unit's commanding officer, Colonel Henry Blake, doesn't care about this behavior as long as it doesn't affect him, and as long as they do their job and do it well, which they do. Their behavior extremely bothers fellow surgeon Major Frank Burns and recently-arrived head nurse Major Margaret Houlihan, who obtains the nickname ""Hot Lips"" based on information they glean about her through underhanded means. Beyond their battles with Frank and Hot Lips, Hawkeye, Duke, and/or Trapper help unit dentist Painless with a personal crisis, try to figure out if Hot Lips is a true blonde, travel to Japan for a work and what they hope is a recreational trip, and hope to win big on a football bet against another unit in which they--on the surface--are the underdogs."	['Comedy', 'War']	['Robert Altman']	['Richard Hooker', 'Ring Lardner Jr.']	['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt', 'Sally Kellerman', 'Robert Duvall', 'Roger Bowen', 'Rene Auberjonois', 'David Arkin', 'Jo Ann Pflug', 'Gary Burghoff', 'Fred Williamson', 'Michael Murphy', 'Indus Arthur', 'Ken Prymus', 'Bobby Troup', 'Kim Atwood', 'Timothy Brown', 'John Schuck']
1240	Ghost in the Shell (Kokaku kidotai) (1995)	Animation and Sci-Fi	Mamoru Oshii	Shirow Masamune and Kazunori Itô	Atsuko Tanaka, Iemasa Kayumi, Akio Ôtsuka, Kôichi Yamadera, Yutaka Nakano, Tamio Ôki, Tesshô Genda, Namaki Masakazu, Masato Yamanouchi, Shinji Ogawa, Mitsuru Miyamoto, Kazuhiro Yamaji, Shigeru Chiba, Hiroshi Yanaka, Ginzô Matsuo, Takashi Matsuyama, Sanryô Odaka, and Masamichi Satô	1995	12	United Kingdom	1h 23min	TV-MA	8.0	136K	26	A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.	0	2	19	5	0	22	4	A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master. It is the year 2029. Technology has advanced so far that cyborgs are commonplace. In addition, human brains can connect to the internet directly. Major Motoko Kusanagi is an officer in Section 9, an elite, secretive police division that deals with special operations, including counter terrorism and cyber crime. She is currently on the trail of the Puppet Master, a cyber criminal who hacks into the brains of cyborgs in order to obtain information and to commit other crimes. —grantss	['Animation', 'Sci-Fi']	['Mamoru Oshii']	['Shirow Masamune', 'Kazunori Itô']	['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka', 'Kôichi Yamadera', 'Yutaka Nakano', 'Tamio Ôki', 'Tesshô Genda', 'Namaki Masakazu', 'Masato Yamanouchi', 'Shinji Ogawa', 'Mitsuru Miyamoto', 'Kazuhiro Yamaji', 'Shigeru Chiba', 'Hiroshi Yanaka', 'Ginzô Matsuo', 'Takashi Matsuyama', 'Sanryô Odaka', 'Masamichi Satô']
805	Manhattan Murder Mystery (1993)	Comedy and Mystery	Woody Allen	Woody Allen and Marshall Brickman	Woody Allen, Diane Keaton, Jerry Adler, Lynn Cohen, Ron Rifkin, Joy Behar, William Addy, John Doumanian, Sylvia Kauders, Ira Wheeler, Alan Alda, Anjelica Huston, Melanie Norris, Marge Redmond, Zach Braff, George J. Manos, Linda Taylor, and Aida Turturro	1993	01	United Kingdom	1h 44min	PG	7.3	42K	27	A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.	0	2	8	16	1	22	5	A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead. Larry and Carol are fairly normal New Yorkers who have sent their son off to college. They meet an elderly couple down the hall and later in the week find that the wife has suddenly died. Carol becomes suspicious of Paul who seems to be too cheerful and too ready to move on. She begins her investigation. Larry insists she is becoming too fixated on their neighbor as all of the irregularities seem to have simple non-homicidal explanations. Ted, a recently divorced friend helps her investigation and Larry begins to become jealous of their relationship and agrees to help her. —John Vogel	['Comedy', 'Mystery']	['Woody Allen']	['Woody Allen', 'Marshall Brickman']	['Woody Allen', 'Diane Keaton', 'Jerry Adler', 'Lynn Cohen', 'Ron Rifkin', 'Joy Behar', 'William Addy', 'John Doumanian', 'Sylvia Kauders', 'Ira Wheeler', 'Alan Alda', 'Anjelica Huston', 'Melanie Norris', 'Marge Redmond', 'Zach Braff', 'George J. Manos', 'Linda Taylor', 'Aida Turturro']
1596	Nemesis 2: Nebula (1995)	Action, Sci-Fi, and Thriller	Albert Pyun	Rebecca Charles and Albert Pyun	Sue Price, Chad Stahelski, Tina Cote, Earl White, Jahi J.J. Zuri, Karen Studer, Shelton Baily, Donya Dinnah, Jon H. Epstein, Sharon Bruneau, Debbie Muggli, Zachary Studer, Dave Fisher, Bob Brown, Cinque Glendy, Richard Cetrone, Michael Banks, and Tracy Davis	unknown	09	United States	unknown	unknown	3.8	1.8K	1	It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination. To escape, she takes a stolen Cyborg ship and transports back in time to East Africa in 1980, where the mother is killed, but the baby is saved. It takes 20 years, but the Cyborg bounty hunter Nebula finally locates the girl, named Alex, and travels back in time to terminate her.	0	1	0	0	0	1	0	It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination. To escape, she takes a stolen Cyborg ship and transports back in time to East Africa in 1980, where the mother is killed, but the baby is saved. It takes 20 years, but the Cyborg bounty hunter Nebula finally locates the girl, named Alex, and travels back in time to terminate her. It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination. To escape, she takes a stolen Cyborg ship and transports back in time to East Africa in 1980, where the mother is killed, but the baby is saved. It takes 20 years, but the Cyborg bounty hunter Nebula finally locates the girl, named Alex, and travels back in time to terminate her. —Tony Fontana	['Action', 'Sci-Fi', 'Thriller']	['Albert Pyun']	['Rebecca Charles', 'Albert Pyun']	['Sue Price', 'Chad Stahelski', 'Tina Cote', 'Earl White', 'Jahi J.J. Zuri', 'Karen Studer', 'Shelton Baily', 'Donya Dinnah', 'Jon H. Epstein', 'Sharon Bruneau', 'Debbie Muggli', 'Zachary Studer', 'Dave Fisher', 'Bob Brown', 'Cinque Glendy', 'Richard Cetrone', 'Michael Banks', 'Tracy Davis']
1447	Century (1993)	Drama	Stephen Poliakoff	Stephen Poliakoff	Charles Dance, Clive Owen, Miranda Richardson, Robert Stephens, Joan Hickson, Lena Headey, Neil Stuke, Liza Walker, Joseph Bennett, Fiona Walker, Carlton Chance, Graham Loughridge, Lex Daniel, Ian Shaw, Bruce Alexander, Mark Strong, Dail Sullivan, and Mark Hadfield	1993	12	United Kingdom	1h 52min	R	6.1	331	1	Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century.	0	0	0	1	0	1	0	Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century. Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century. —Cleo	['Drama']	['Stephen Poliakoff']	['Stephen Poliakoff']	['Charles Dance', 'Clive Owen', 'Miranda Richardson', 'Robert Stephens', 'Joan Hickson', 'Lena Headey', 'Neil Stuke', 'Liza Walker', 'Joseph Bennett', 'Fiona Walker', 'Carlton Chance', 'Graham Loughridge', 'Lex Daniel', 'Ian Shaw', 'Bruce Alexander', 'Mark Strong', 'Dail Sullivan', 'Mark Hadfield']
1619	All Things Fair (1996)	Drama	Bo Widerberg	Bo Widerberg	Johan Widerberg, Marika Lagercrantz, Tomas von Brömssen, Karin Huldt, Nina Gunke, Kenneth Milldoff, Björn Kjellman, Frida Lindholm, Sigge Cederlund, Monica Stenbeck, Gösta Ekstrand, Hilda Suovanen, Per Olov Börjeson, Jörgen Svensson, George Bisset, Nynne Schwartz, Magnus Andersson, and Paul Lindsjö	1995	03	United Kingdom	2h 10min	Unrated	6.9	6.2K	1	Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is drawn to him by his youth and innocence. At the same time, Stig becomes friends with Viola's husband Kjell, who teaches him classical music, and the affair continues even after he understands that he has a relationship with his wife. but does nothing to prevent it. But Stig and Viola's passionate and forbidden relationship will have consequences they never could have expected.	0	0	0	1	0	1	0	Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is drawn to him by his youth and innocence. At the same time, Stig becomes friends with Viola's husband Kjell, who teaches him classical music, and the affair continues even after he understands that he has a relationship with his wife. but does nothing to prevent it. But Stig and Viola's passionate and forbidden relationship will have consequences they never could have expected. In Malmö, Sweden during the Second World War, Stig is a 15-year-old pupil on the verge of adulthood, and Viola is 37 years old and his teacher. He is attracted by her beauty and maturity, and she is drawn to him by his youth and innocence. At the same time, Stig becomes friends with Viola's husband Kjell, who teaches him classical music, and the affair continues, even after Kjell understands that Stig has a relationship with his wife, which Kjell does nothing to prevent. However, Stig and Viola's passionate and forbidden relationship will have consequences they never could have expected. —Mattias Pettersson	['Drama']	['Bo Widerberg']	['Bo Widerberg']	['Johan Widerberg', 'Marika Lagercrantz', 'Tomas von Brömssen', 'Karin Huldt', 'Nina Gunke', 'Kenneth Milldoff', 'Björn Kjellman', 'Frida Lindholm', 'Sigge Cederlund', 'Monica Stenbeck', 'Gösta Ekstrand', 'Hilda Suovanen', 'Per Olov Börjeson', 'Jörgen Svensson', 'George Bisset', 'Nynne Schwartz', 'Magnus Andersson', 'Paul Lindsjö']
115	Haunted World of Edward D. Wood Jr., The (1995)	Documentary	Brett Thompson	Brett Thompson	Maila Nurmi, Dolores Fuller, Paul Marco, Conrad Brooks, Loretta King, Lynn Lemon, Bela Lugosi, Bela Lugosi Jr., Norma McCarty, Michael McCarthy, Mona McKinnon, Joseph F. Robertson, Lyle Talbot, Harry Thomas, Crawford John Thomas, Gregory Walcott, David Ward, and Edward D. Wood Jr.	1995	05	United States	1h 29min	Not Rated	7.3	447	15	How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.	0	1	5	9	0	12	3	How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.	['Documentary']	['Brett Thompson']	['Brett Thompson']	['Maila Nurmi', 'Dolores Fuller', 'Paul Marco', 'Conrad Brooks', 'Loretta King', 'Lynn Lemon', 'Bela Lugosi', 'Bela Lugosi Jr.', 'Norma McCarty', 'Michael McCarthy', 'Mona McKinnon', 'Joseph F. Robertson', 'Lyle Talbot', 'Harry Thomas', 'Crawford John Thomas', 'Gregory Walcott', 'David Ward', 'Edward D. Wood Jr.']
1008	I Shot Andy Warhol (1996)	Drama	Mary Harron	Jeremiah Newton, Diane Tucker, and Mary Harron	Lili Taylor, Jared Harris, Martha Plimpton, Lothaire Bluteau, Anna Thomson, Peter Friedman, Tahnee Welch, Jamie Harrold, Donovan Leitch Jr., Michael Imperioli, Reg Rogers, Bill Sage, Jill Hennessy, Coco McPherson, Myriam Cyr, Danny Morgenstern, Lola Pashalinski, and Lynn Cohen	1996	11	United Kingdom	1h 43min	R	6.6	6.6K	37	"This is the story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce. After many times of ignoring her, Valerie shot him."	0	3	16	18	0	29	8	"This is the story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce. After many times of ignoring her, Valerie shot him. Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story. —Jason Ihle"	['Drama']	['Mary Harron']	['Jeremiah Newton', 'Diane Tucker', 'Mary Harron']	['Lili Taylor', 'Jared Harris', 'Martha Plimpton', 'Lothaire Bluteau', 'Anna Thomson', 'Peter Friedman', 'Tahnee Welch', 'Jamie Harrold', 'Donovan Leitch Jr.', 'Michael Imperioli', 'Reg Rogers', 'Bill Sage', 'Jill Hennessy', 'Coco McPherson', 'Myriam Cyr', 'Danny Morgenstern', 'Lola Pashalinski', 'Lynn Cohen']
111	Truth About Cats & Dogs, The (1996)	Comedy and Romance	Michael Lehmann	Audrey Wells	Uma Thurman, Janeane Garofalo, Ben Chaplin, Jamie Foxx, James McCaffrey, Richard Coca, Stanley DeSantis, Antoinette Valente, Mitch Rouse, La Tanya M. Fisher, Faryn Einhorn, David Cross, Mary Lynn Rajskub, Bob Odenkirk, Dechen Thurman, Victoria Edwards, Lisa Marie Russell, and Robert Brinkmann	1996	07	United Kingdom	1h 37min	PG-13	6.3	27K	272	A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her.	0	22	134	116	0	175	97	"A successful veternarian & radio show host with low self-esteem asks her model friend to impersonate her when a handsome man wants to see her. Janeane Garofalo plays Dr. Abby Barnes, the ""Truth About Cats and Dogs"" radio question-and-answer show host who unwittingly entices a listener over the radio with her soothing voice and personality. This listener, Brian, tries to meet the Abby from the radio, but Noelle, played by Uma Thurman, is mistaken for the real thing when Brian comes to the studio. Instead of clearing things up right away, the self-conscious Abby allows her best friend, Noelle, a tall, stunning blonde, to take her place for a while. Abby takes on the made-up persona of Donna, while thinking Brian would never go for her, a short, cute, brunette, who thinks she's unattractive. As the real Abby woos Brian over the phone and radio, Noelle, the pseudo-Abby, takes her place in the flesh. As time goes on, Abby feels more and more confident that Brian would rather have the beautiful Noelle than the simply attractive Abby. —Joelsef"	['Comedy', 'Romance']	['Michael Lehmann']	['Audrey Wells']	['Uma Thurman', 'Janeane Garofalo', 'Ben Chaplin', 'Jamie Foxx', 'James McCaffrey', 'Richard Coca', 'Stanley DeSantis', 'Antoinette Valente', 'Mitch Rouse', 'La Tanya M. Fisher', 'Faryn Einhorn', 'David Cross', 'Mary Lynn Rajskub', 'Bob Odenkirk', 'Dechen Thurman', 'Victoria Edwards', 'Lisa Marie Russell', 'Robert Brinkmann']
1007	Waiting for Guffman (1996)	Comedy	Christopher Guest	Christopher Guest and Eugene Levy	Christopher Guest, Fred Willard, Catherine OHara, Parker Posey, Deborah Theaker, Michael Hitchcock, Scott Williamson, Larry Miller, Don Lake, David Cross, Eugene Levy, James McQueen, Turk Pipkin, Jerry Turman, Bob Balaban, Paul Dooley, Linda Kash, and Lewis Arquette	1996	01	United States	1h 24min	R	7.5	28K	47	An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance.	1	2	26	18	0	31	16	"An aspiring director and the marginally talented amateur cast of a hokey small-town Missouri musical production go overboard when they learn that someone from Broadway will be in attendance. The residents of Blaine, Missouri - the self-proclaimed home of the first UFO landing in the United States (Blaine residents beg to differ with Roswell's claims) and stool capital of the world - are excited about the town's upcoming sesquicentennial celebrations, which will have as its centerpiece the original musical production, ""Red, White and Blaine"". Assisted by high school music teacher Lloyd Miller, Corky St. Clair, the musical's writer/composer and former New York theater professional (off off off off Broadway) who currently leads the Blaine Community Players, will helm the production. Corky and Lloyd are excited about their 'talented' cast of locals and the production as a whole, Corky and Lloyd who themselves are as untalented and unaware as their cast. Corky and company are especially anticipating the presence of Mort Guffman in the audience on opening night, he a representative of the prestigious New York based Oppenheimer Organization. In Corky's mind, a favorable review from Guffman means that the production is heading to Broadway. Through all the ups and downs and more downs of the pre-production, everyone in Blaine still can't wait for opening night and the arrival of Guffman, upon who the cast and crew's dreams rest."	['Comedy']	['Christopher Guest']	['Christopher Guest', 'Eugene Levy']	['Christopher Guest', 'Fred Willard', 'Catherine OHara', 'Parker Posey', 'Deborah Theaker', 'Michael Hitchcock', 'Scott Williamson', 'Larry Miller', 'Don Lake', 'David Cross', 'Eugene Levy', 'James McQueen', 'Turk Pipkin', 'Jerry Turman', 'Bob Balaban', 'Paul Dooley', 'Linda Kash', 'Lewis Arquette']
1222	Judgment Night (1993)	Action	Stephen Hopkins	Lewis Colick and Jere Cunningham	Emilio Estevez, Cuba Gooding Jr., Denis Leary, Stephen Dorff, Jeremy Piven, Peter Greene, Erik Schrody, Michael Wiseman, Michael DeLorenzo, Relioues Webb, Will Zahrn, Eugene Williams, Christine Harnos, Galyn Görg, Angela Alvarado, Lauren Robinson, Doug Wert, and Raichle Watt	1993	01	United Kingdom	1h 50min	R	6.6	16K	25	Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives.	0	5	13	7	0	23	2	Four young friends, while taking a shortcut en route to a local boxing match, witness a brutal murder which leaves them running for their lives. Four pals are on their way to a boxing match, but get stuck in heavy traffic. To get to the boxing match in time they take the first exit they find to find another way to the venue. As they are driving around lost in gang-land they get stuck and witness a brutal murder. The killer wants no witnesses and tries to kill them too. The four pals get away the first time, but the killer is soon back on their tail again while they are trying to find help in the middle of nowhere. —Anonymous	['Action']	['Stephen Hopkins']	['Lewis Colick', 'Jere Cunningham']	['Emilio Estevez', 'Cuba Gooding Jr.', 'Denis Leary', 'Stephen Dorff', 'Jeremy Piven', 'Peter Greene', 'Erik Schrody', 'Michael Wiseman', 'Michael DeLorenzo', 'Relioues Webb', 'Will Zahrn', 'Eugene Williams', 'Christine Harnos', 'Galyn Görg', 'Angela Alvarado', 'Lauren Robinson', 'Doug Wert', 'Raichle Watt']
