movie_genres,movie_id,movie_title,poster_url,movie_url,description,rating,num_review,director,writer,cast,age_rating,year,movie_length,release_date,country,storyline,genre
[0],1372,"Stranger, The (1994)","['https://m.media-amazon.com/images/M/MV5BMTk1MDI3MDAxMl5BMl5BanBnXkFtZTcwMjk0NzAzMQ@@._V1_QL75_UY281_CR4,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTk1MDI3MDAxMl5BMl5BanBnXkFtZTcwMjk0NzAzMQ@@._V1_QL75_UY422_CR6,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTk1MDI3MDAxMl5BMl5BanBnXkFtZTcwMjk0NzAzMQ@@._V1_QL75_UY562_CR9,0,380,562_.jpg']",http://www.imdb.com/title/tt0110809/?ref_=fn_al_tt_1,Robert Urich as a lawyer in love with a woman who's married to a dying millionaire.,6.1,587,['Michael Miller'],"['Danielle Steel', 'Jan Worthington']","['Robert Urich', 'Stacy Haiduk', 'Darren McGavin', 'Susan Sullivan', 'Holly Marie Combs', 'Marion Ross', 'Ron Gabriel', 'Tamara Gorski', 'George R. Robertson', 'Patricia Brown', 'Denise McLeod', 'Margaret Ozols', 'Adrian Truss', 'Natalie Gray', 'Michal Page']",,,,31-12-1997,United Kingdom,Robert Urich as a lawyer in love with a woman who's married to a dying millionaire. A lawyer falls in love with a woman who's married to a dying millionaire.,['unknown']
"[7, 14]",714,Carrington (1995),"['https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX285_CR0,4,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZjQ3MTBkNDEtMGRlZS00OTY0LTkzYjktOWU2MzI3ZDRiMjY5XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX380_CR0,4,380,562_.jpg']",http://www.imdb.com/title/tt0112637/?ref_=fn_al_tt_1,The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century.,6.8,5.4K,['Christopher Hampton'],"['Christopher Hampton', 'Michael Holroyd']","['Emma Thompson', 'Jonathan Pryce', 'Steven Waddington', 'Samuel West', 'Rufus Sewell', 'Penelope Wilton', 'Janet McTeer', 'Peter Blythe', 'Jeremy Northam', 'Alex Kingston', 'Sebastian Harcombe', 'Richard Clifford', 'David Ryall', 'Stephen Boxer', 'Annabel Mullion', 'Gary Turner', 'Georgiana Dacombe', 'Helen Blatch']",R,1995.0,2h 1min,22-09-1995,United Kingdom,"The platonic relationship between artist Dora Carrington (Dame Emma Thompson) and writer Lytton Strachey (Jonathan Pryce) in the early twentieth century. The story of the relationship between painter Dora Carrington (Dame Emma Thompson) and author Lytton Strachey (Jonathan Pryce) in a World War I England of cottages and countryside. Although platonic due to Strachey's homosexuality, the relationship was nevertheless a deep and complicated one. When Carrington did develop a more physical relationship with soldier Ralph Partridge (Steven Waddington), Strachey was able to welcome him as a friend, although Partridge remained somewhat uneasy, not so much with Strachey's sexual orientation as with the fact that he was a conscientious objector. —Jeremy Perkins {J-26}","['Documentary', 'Romance']"
[16],1073,Shallow Grave (1994),"['https://m.media-amazon.com/images/M/MV5BZmVmOWVlODYtOTQ0Yy00ODY1LTgwZjMtYWFhOWQ3ODhmYjliL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX190_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZmVmOWVlODYtOTQ0Yy00ODY1LTgwZjMtYWFhOWQ3ODhmYjliL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX285_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZmVmOWVlODYtOTQ0Yy00ODY1LTgwZjMtYWFhOWQ3ODhmYjliL2ltYWdlXkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_QL75_UX380_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0111149/?ref_=fn_al_tt_1,Three friends discover their new flatmate dead but loaded with cash.,7.3,59K,['Danny Boyle'],['John Hodge'],"['Kerry Fox', 'Christopher Eccleston', 'Ewan McGregor', 'Ken Stott', 'Keith Allen', 'Colin McCredie', 'Victoria Nairn', 'Gary Lewis', 'Jean Marie Coffey', 'Peter Mullan', 'Leonard OMalley', 'David Scoular', 'Grant Glendinning', 'Victor Eadie', 'Robert David MacDonald', 'Frances Low', 'Bill Denistoun', 'John Bett']",R,1994.0,1h 29min,06-01-1995,United Kingdom,"Three friends discover their new flatmate dead but loaded with cash. Three friends in Edinburgh, Scotland, interview and select a new flatmate. He's hardly moved in than they discover him dead in his room. An ethical dilemma ensues when they discover that he possessed a large amount of cash. Things get worse as the men whose money it was search for it, and the three friends start to turn on each other. —grantss",['Thriller']
"[7, 14]",1119,Some Kind of Wonderful (1987),"['https://m.media-amazon.com/images/M/MV5BOTg2NmQxNzEtNmUyYi00MGQyLTkwZmYtOTU2MWM5ZmY1OTRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX190_CR0,8,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BOTg2NmQxNzEtNmUyYi00MGQyLTkwZmYtOTU2MWM5ZmY1OTRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX285_CR0,12,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BOTg2NmQxNzEtNmUyYi00MGQyLTkwZmYtOTU2MWM5ZmY1OTRmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX380_CR0,16,380,562_.jpg']",http://www.imdb.com/title/tt0094006/?ref_=fn_al_tt_1,"When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith.",7.1,30K,['Howard Deutch'],['John Hughes'],"['Eric Stoltz', 'Mary Stuart Masterson', 'Lea Thompson', 'Craig Sheffer', 'John Ashton', 'Elias Koteas', 'Molly Hagan', 'Maddie Corman', 'Jane Elliot', 'Candace Cameron Bure', 'Chynna Phillips', 'Scott Coffey', 'Carmine Caridi', 'Lee Garlington', 'Laura Leigh Hughes', 'Laura Tubelle', 'Amy Lynne', 'Michael Bergman']",PG-13,1987.0,1h 35min,27-02-1987,United States,"When Keith goes out with Amanda, the girl of his dreams, Amanda's ex-boyfriend plans to get back at Keith. Meanwhile, Keith's best friend, tomboy Watts, realizes she has feelings for Keith. Young tomboy Watts discovers that her feelings for her best friend Keith run deeper than just friendship when he gets a date with the most popular girl in school. Unfortunately, the girl's old boyfriend, who is from the rich section of town, is unable to let go of her and plans to get back at Keith. —Kevin","['Documentary', 'Romance']"
[7],1538,All Over Me (1997),"['https://m.media-amazon.com/images/M/MV5BMTU4MzY4NzI0M15BMl5BanBnXkFtZTcwMjQ0MDY5Mg@@._V1_QL75_UY281_CR3,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTU4MzY4NzI0M15BMl5BanBnXkFtZTcwMjQ0MDY5Mg@@._V1_QL75_UY422_CR4,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTU4MzY4NzI0M15BMl5BanBnXkFtZTcwMjQ0MDY5Mg@@._V1_QL75_UY562_CR6,0,380,562_.jpg']",http://www.imdb.com/title/tt0118586/?ref_=fn_al_tt_1,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives.",6.4,3.3K,['Alex Sichel'],['Sylvia Sichel'],"['Alison Folland', 'Tara Subkoff', 'Cole Hauser', 'Wilson Cruz', 'Leisha Hailey', 'Pat Briggs', 'Ann Dowd', 'Gene Canfield', 'Shawn Hatosy', 'Vincent Pastore', 'David Lee Russek', 'Aaron Harpold', 'John Ottavino', 'A. Russell Andrews', 'Gary Lucas', 'Mary Timony', 'Vanessa Godson', 'Jennifer Smith']",R,1997.0,1h 26min,16-07-1997,United States,"Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of 90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent and meaningless death rocks their lives. Claude and Ellen are best friends who live in a not-so-nice area of New York. They're involved in the subculture of '90s youth, complete with drugs, live music, and homophobia. All is changed one night when a violent, meaningless death rocks their lives. —Josh Pasnak",['Documentary']
[4],1461,Here Comes Cookie (1935),"['https://m.media-amazon.com/images/M/MV5BMTJjODI1YjktZDViNi00YzExLTk5NGQtNTQxZjQwZWZhZGI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY281_CR12,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTJjODI1YjktZDViNi00YzExLTk5NGQtNTQxZjQwZWZhZGI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY422_CR17,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTJjODI1YjktZDViNi00YzExLTk5NGQtNTQxZjQwZWZhZGI4XkEyXkFqcGdeQXVyMTY5Nzc4MDY@._V1_QL75_UY562_CR23,0,380,562_.jpg']",http://www.imdb.com/title/tt0026465/?ref_=fn_al_tt_1,"Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection.",6.3,161,['Norman Z. McLeod'],"['Don Hartman', 'Sam Mintz']","['George Burns', 'Gracie Allen', 'George Barbier', 'Betty Furness', 'Andrew Tombes', 'Rafael Alcayde', 'James Burke', 'Lee Kohlmar', 'Milla Davenport', 'Harry Holman', 'Frank Darien', 'Jack Powell', 'Irving Bacon', 'Guinn Big Boy Williams', 'Nick Moro', 'Frank Yaconelli', 'The Six Olympics', 'The Buccaneers']",Approved,1935.0,1h 5min,10-09-1935,United States,"Alarmed that his younger daughter is about to marry a gold-digger, a millionaire turns over the fortune to her ditsy older sister for safe-keeping to his ultimate regret, protection. Millionaire Harrison Allen is concerned that his daughter Phyllis is dating a gold-digger, so, to test the man's loyalty, he signs away his entire fortune to his other daughter Gracie. Under the impression that her father wants the family to be as poor as possible, Gracie turns the family's mansion into a home for unemployed actors, where she provides them room and board at no charge. Unfortunately, Mr. Allen was correct in his assumptions about Phyllis' boyfriend Ramon, and once the fellow learns that Gracie is the one with all the cash, he sets about trying to woo her into marriage. —Talia","[""Children's""]"
"[4, 18]",211,M*A*S*H (1970),"['https://m.media-amazon.com/images/M/MV5BMjNjM2NlN2MtOWYyOS00NmY5LThhYjMtMDc1Y2U4OTU4MDNjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX190_CR0,3,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjNjM2NlN2MtOWYyOS00NmY5LThhYjMtMDc1Y2U4OTU4MDNjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX285_CR0,5,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMjNjM2NlN2MtOWYyOS00NmY5LThhYjMtMDc1Y2U4OTU4MDNjXkEyXkFqcGdeQXVyMjMwNDgzNjc@._V1_QL75_UX380_CR0,6,380,562_.jpg']",http://www.imdb.com/title/tt0066026/?ref_=fn_al_tt_1,The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.,7.5,70K,['Robert Altman'],"['Richard Hooker', 'Ring Lardner Jr.']","['Donald Sutherland', 'Elliott Gould', 'Tom Skerritt', 'Sally Kellerman', 'Robert Duvall', 'Roger Bowen', 'Rene Auberjonois', 'David Arkin', 'Jo Ann Pflug', 'Gary Burghoff', 'Fred Williamson', 'Michael Murphy', 'Indus Arthur', 'Ken Prymus', 'Bobby Troup', 'Kim Atwood', 'Timothy Brown', 'John Schuck']",R,1970.0,1h 56min,11-06-1970,United Kingdom,"The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war. The personnel at the 4077 MASH unit deal with the horrors of the Korean War and the stresses faced in surgery by whatever means. The tone at the MASH is established by recent arrivals: surgeons Captains ""Hawkeye"" Pierce, ""Duke"" Forrest, and ""Trapper"" John McIntyre--Hawkeye knows he's met Trapper somewhere, but Trapper won't divulge where--whose antics can best be described as non-regulation--and in the negative words of one of their fellow MASH-ers, unmilitary. The unit's commanding officer, Colonel Henry Blake, doesn't care about this behavior as long as it doesn't affect him, and as long as they do their job and do it well, which they do. Their behavior extremely bothers fellow surgeon Major Frank Burns and recently-arrived head nurse Major Margaret Houlihan, who obtains the nickname ""Hot Lips"" based on information they glean about her through underhanded means. Beyond their battles with Frank and Hot Lips, Hawkeye, Duke, and/or Trapper help unit dentist Painless with a personal crisis, try to figure out if Hot Lips is a true blonde, travel to Japan for a work and what they hope is a recreational trip, and hope to win big on a football bet against another unit in which they--on the surface--are the underdogs.","[""Children's"", 'Western']"
"[2, 15]",1240,Ghost in the Shell (Kokaku kidotai) (1995),"['https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX190_CR0,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX285_CR0,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BYWRiYjQyOGItNzQ1Mi00MGI1LWE3NjItNTg1ZDQwNjUwNDM2XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_QL75_UX380_CR0,0,380,562_.jpg']",http://www.imdb.com/title/tt0113568/?ref_=fn_al_tt_1,A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master.,8.0,136K,['Mamoru Oshii'],"['Shirow Masamune', 'Kazunori Itô']","['Atsuko Tanaka', 'Iemasa Kayumi', 'Akio Ôtsuka', 'Kôichi Yamadera', 'Yutaka Nakano', 'Tamio Ôki', 'Tesshô Genda', 'Namaki Masakazu', 'Masato Yamanouchi', 'Shinji Ogawa', 'Mitsuru Miyamoto', 'Kazuhiro Yamaji', 'Shigeru Chiba', 'Hiroshi Yanaka', 'Ginzô Matsuo', 'Takashi Matsuyama', 'Sanryô Odaka', 'Masamichi Satô']",TV-MA,1995.0,1h 23min,08-12-1995,United Kingdom,"A cyborg policewoman and her partner hunt a mysterious and powerful hacker called the Puppet Master. It is the year 2029. Technology has advanced so far that cyborgs are commonplace. In addition, human brains can connect to the internet directly. Major Motoko Kusanagi is an officer in Section 9, an elite, secretive police division that deals with special operations, including counter terrorism and cyber crime. She is currently on the trail of the Puppet Master, a cyber criminal who hacks into the brains of cyborgs in order to obtain information and to commit other crimes. —grantss","['Adventure', 'Sci-Fi']"
"[4, 13]",805,Manhattan Murder Mystery (1993),"['https://m.media-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX190_CR0,2,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX285_CR0,3,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX380_CR0,4,380,562_.jpg']",http://www.imdb.com/title/tt0107507/?ref_=fn_al_tt_1,A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead.,7.3,42K,['Woody Allen'],"['Woody Allen', 'Marshall Brickman']","['Woody Allen', 'Diane Keaton', 'Jerry Adler', 'Lynn Cohen', 'Ron Rifkin', 'Joy Behar', 'William Addy', 'John Doumanian', 'Sylvia Kauders', 'Ira Wheeler', 'Alan Alda', 'Anjelica Huston', 'Melanie Norris', 'Marge Redmond', 'Zach Braff', 'George J. Manos', 'Linda Taylor', 'Aida Turturro']",PG,1993.0,1h 44min,21-01-1994,United Kingdom,"A middle-aged couple suspects foul play when their neighbor's wife suddenly drops dead. Larry and Carol are fairly normal New Yorkers who have sent their son off to college. They meet an elderly couple down the hall and later in the week find that the wife has suddenly died. Carol becomes suspicious of Paul who seems to be too cheerful and too ready to move on. She begins her investigation. Larry insists she is becoming too fixated on their neighbor as all of the irregularities seem to have simple non-homicidal explanations. Ted, a recently divorced friend helps her investigation and Larry begins to become jealous of their relationship and agrees to help her. —John Vogel","[""Children's"", 'Mystery']"
"[0, 15, 16]",1596,Nemesis 2: Nebula (1995),"['https://m.media-amazon.com/images/M/MV5BZGViNmRkYzQtOTFlOC00NjY2LThhMDYtNzc0YzI3MWMwMDBiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX190_CR0,4,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BZGViNmRkYzQtOTFlOC00NjY2LThhMDYtNzc0YzI3MWMwMDBiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX285_CR0,6,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BZGViNmRkYzQtOTFlOC00NjY2LThhMDYtNzc0YzI3MWMwMDBiXkEyXkFqcGdeQXVyNjExODE1MDc@._V1_QL75_UX380_CR0,8,380,562_.jpg']",http://www.imdb.com/title/tt0113948/?ref_=fn_al_tt_1,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination. To escape, she takes a stolen Cyborg ship and transports back in time to East Africa in 1980, where the mother is killed, but the baby is saved. It takes 20 years, but the Cyborg bounty hunter Nebula finally locates the girl, named Alex, and travels back in time to terminate her.",3.8,1.8K,['Albert Pyun'],"['Rebecca Charles', 'Albert Pyun']","['Sue Price', 'Chad Stahelski', 'Tina Cote', 'Earl White', 'Jahi J.J. Zuri', 'Karen Studer', 'Shelton Baily', 'Donya Dinnah', 'Jon H. Epstein', 'Sharon Bruneau', 'Debbie Muggli', 'Zachary Studer', 'Dave Fisher', 'Bob Brown', 'Cinque Glendy', 'Richard Cetrone', 'Michael Banks', 'Tracy Davis']",,,,26-09-1995,United States,"It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination. To escape, she takes a stolen Cyborg ship and transports back in time to East Africa in 1980, where the mother is killed, but the baby is saved. It takes 20 years, but the Cyborg bounty hunter Nebula finally locates the girl, named Alex, and travels back in time to terminate her. It has been 73 years since Alex failed and the Humans lost the Cyborg Wars. Since then, the Humans have been enslaved. Scientists have developed a new DNA strain, which could signal the end of the Cyborgs, and they inject it into a volunteer. When the Cyborgs learn of the woman and the baby they list both for termination. To escape, she takes a stolen Cyborg ship and transports back in time to East Africa in 1980, where the mother is killed, but the baby is saved. It takes 20 years, but the Cyborg bounty hunter Nebula finally locates the girl, named Alex, and travels back in time to terminate her. —Tony Fontana","['unknown', 'Sci-Fi', 'Thriller']"
[7],1447,Century (1993),"['https://m.media-amazon.com/images/M/MV5BMTM1ODYwNzI1OF5BMl5BanBnXkFtZTcwNjMxODcxMQ@@._V1_QL75_UX190_CR0,31,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTM1ODYwNzI1OF5BMl5BanBnXkFtZTcwNjMxODcxMQ@@._V1_QL75_UX285_CR0,48,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BMTM1ODYwNzI1OF5BMl5BanBnXkFtZTcwNjMxODcxMQ@@._V1_QL75_UX380_CR0,63,380,562_.jpg']",http://www.imdb.com/title/tt0106537/?ref_=fn_al_tt_1,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century.",6.1,331,['Stephen Poliakoff'],['Stephen Poliakoff'],"['Charles Dance', 'Clive Owen', 'Miranda Richardson', 'Robert Stephens', 'Joan Hickson', 'Lena Headey', 'Neil Stuke', 'Liza Walker', 'Joseph Bennett', 'Fiona Walker', 'Carlton Chance', 'Graham Loughridge', 'Lex Daniel', 'Ian Shaw', 'Bruce Alexander', 'Mark Strong', 'Dail Sullivan', 'Mark Hadfield']",R,1993.0,1h 52min,31-12-1993,United Kingdom,"Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century. Paul Reisner, a young doctor, becomes a researcher in a prestigious medical institute. He feels he has a chance to be part of a movement of unending progress in science and civilization. Then he begins to discover the dark side of the institute, which foreshadows the dark side of the 20th century. —Cleo",['Documentary']
[7],1619,All Things Fair (1996),"['https://m.media-amazon.com/images/M/MV5BNDY0ZDRmYTItYjZiYi00MTAyLTkxNWMtZTQxMWIyNzcyMzk2XkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1_QL75_UY281_CR2,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BNDY0ZDRmYTItYjZiYi00MTAyLTkxNWMtZTQxMWIyNzcyMzk2XkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1_QL75_UY422_CR2,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BNDY0ZDRmYTItYjZiYi00MTAyLTkxNWMtZTQxMWIyNzcyMzk2XkEyXkFqcGdeQXVyMTMwOTMzNzU@._V1_QL75_UY562_CR4,0,380,562_.jpg']",http://www.imdb.com/title/tt0113720/?ref_=fn_al_tt_1,"Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is drawn to him by his youth and innocence. At the same time, Stig becomes friends with Viola's husband Kjell, who teaches him classical music, and the affair continues even after he understands that he has a relationship with his wife. but does nothing to prevent it. But Stig and Viola's passionate and forbidden relationship will have consequences they never could have expected.",6.9,6.2K,['Bo Widerberg'],['Bo Widerberg'],"['Johan Widerberg', 'Marika Lagercrantz', 'Tomas von Brömssen', 'Karin Huldt', 'Nina Gunke', 'Kenneth Milldoff', 'Björn Kjellman', 'Frida Lindholm', 'Sigge Cederlund', 'Monica Stenbeck', 'Gösta Ekstrand', 'Hilda Suovanen', 'Per Olov Börjeson', 'Jörgen Svensson', 'George Bisset', 'Nynne Schwartz', 'Magnus Andersson', 'Paul Lindsjö']",Unrated,1995.0,2h 10min,01-03-1997,United Kingdom,"Malmö, Sweden during the Second World War. Stig is a 15 year old pupil on the verge of adulthood. Viola is 37 years old and his teacher. He is attracted by her beauty and maturity. She is drawn to him by his youth and innocence. At the same time, Stig becomes friends with Viola's husband Kjell, who teaches him classical music, and the affair continues even after he understands that he has a relationship with his wife. but does nothing to prevent it. But Stig and Viola's passionate and forbidden relationship will have consequences they never could have expected. In Malmö, Sweden during the Second World War, Stig is a 15-year-old pupil on the verge of adulthood, and Viola is 37 years old and his teacher. He is attracted by her beauty and maturity, and she is drawn to him by his youth and innocence. At the same time, Stig becomes friends with Viola's husband Kjell, who teaches him classical music, and the affair continues, even after Kjell understands that Stig has a relationship with his wife, which Kjell does nothing to prevent. However, Stig and Viola's passionate and forbidden relationship will have consequences they never could have expected. —Mattias Pettersson",['Documentary']
[6],115,"Haunted World of Edward D. Wood Jr., The (1995)","['https://m.media-amazon.com/images/M/MV5BOTE1ODI3OTIxNl5BMl5BanBnXkFtZTgwOTQyMzgwMzE@._V1_QL75_UY281_CR11,0,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BOTE1ODI3OTIxNl5BMl5BanBnXkFtZTgwOTQyMzgwMzE@._V1_QL75_UY422_CR16,0,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BOTE1ODI3OTIxNl5BMl5BanBnXkFtZTgwOTQyMzgwMzE@._V1_QL75_UY562_CR21,0,380,562_.jpg']",http://www.imdb.com/title/tt0113270/?ref_=fn_al_tt_1,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,7.3,447,['Brett Thompson'],['Brett Thompson'],"['Maila Nurmi', 'Dolores Fuller', 'Paul Marco', 'Conrad Brooks', 'Loretta King', 'Lynn Lemon', 'Bela Lugosi', 'Bela Lugosi Jr.', 'Norma McCarty', 'Michael McCarthy', 'Mona McKinnon', 'Joseph F. Robertson', 'Lyle Talbot', 'Harry Thomas', 'Crawford John Thomas', 'Gregory Walcott', 'David Ward', 'Edward D. Wood Jr.']",Not Rated,1995.0,1h 29min,01-05-1996,United States,How was it possible that a movie like Plan 9 from Outer Space (1957) could be made? This documentary about Edward D. Wood Jr.'s masterpiece gives the answer.,['Crime']
[7],1008,I Shot Andy Warhol (1996),"['https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX190_CR0,3,190,281_.jpg', 'https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX285_CR0,4,285,422_.jpg', 'https://m.media-amazon.com/images/M/MV5BNWJkZTI3ZGUtOWQ3Ni00Y2Y5LTgxYWEtODQ4Yjg4M2ZmMWQ3L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_QL75_UX380_CR0,5,380,562_.jpg']",http://www.imdb.com/title/tt0116594/?ref_=fn_al_tt_1,"This is the story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce. After many times of ignoring her, Valerie shot him.",6.6,6.6K,['Mary Harron'],"['Jeremiah Newton', 'Diane Tucker', 'Mary Harron']","['Lili Taylor', 'Jared Harris', 'Martha Plimpton', 'Lothaire Bluteau', 'Anna Thomson', 'Peter Friedman', 'Tahnee Welch', 'Jamie Harrold', 'Donovan Leitch Jr.', 'Michael Imperioli', 'Reg Rogers', 'Bill Sage', 'Jill Hennessy', 'Coco McPherson', 'Myriam Cyr', 'Danny Morgenstern', 'Lola Pashalinski', 'Lynn Cohen']",R,1996.0,1h 43min,29-11-1996,United Kingdom,"This is the story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce. After many times of ignoring her, Valerie shot him. Based on the true story of Valerie Solanas who was a 60s radical preaching hatred toward men in her ""Scum"" manifesto. She wrote a screenplay for a film that she wanted Andy Warhol to produce, but he continued to ignore her. So she shot him. This is Valerie's story. —Jason Ihle",['Documentary']
